,open,high,low,close,adjclose,volume,ticker
2021-12-31,147.17999267578125,151.47000122070312,146.60000610351562,148.7899932861328,148.7899932861328,3524400,BIDU
2022-01-03,148.91000366210938,149.9600067138672,144.9499969482422,149.10000610351562,149.10000610351562,2329000,BIDU
2022-01-04,148.13999938964844,148.42999267578125,143.55999755859375,146.52999877929688,146.52999877929688,2876800,BIDU
2022-01-05,143.82000732421875,150.25999450683594,142.9499969482422,143.8800048828125,143.8800048828125,3505900,BIDU
2022-01-06,146.1999969482422,153.0,144.41000366210938,150.75,150.75,3839000,BIDU
2022-01-07,152.97999572753906,157.0,152.27999877929688,153.3300018310547,153.3300018310547,2752000,BIDU
2022-01-10,154.9499969482422,155.77999877929688,150.3699951171875,152.36000061035156,152.36000061035156,2400700,BIDU
2022-01-11,150.00999450683594,157.3300018310547,150.00999450683594,156.6999969482422,156.6999969482422,2869300,BIDU
2022-01-12,159.77000427246094,161.99000549316406,157.39999389648438,159.36000061035156,159.36000061035156,2849100,BIDU
2022-01-13,155.6199951171875,157.63999938964844,152.30999755859375,152.50999450683594,152.50999450683594,3271600,BIDU
2022-01-14,151.25999450683594,154.89999389648438,151.0,154.52999877929688,154.52999877929688,1907900,BIDU
2022-01-18,150.94000244140625,157.42999267578125,149.61000061035156,152.94000244140625,152.94000244140625,3185400,BIDU
2022-01-19,153.32000732421875,157.5,151.97000122070312,154.47999572753906,154.47999572753906,3322000,BIDU
2022-01-20,162.9199981689453,165.02000427246094,160.77999877929688,162.02999877929688,162.02999877929688,6223300,BIDU
2022-01-21,162.52999877929688,164.9600067138672,156.25999450683594,156.83999633789062,156.83999633789062,5463900,BIDU
2022-01-24,154.99000549316406,154.99000549316406,143.22000122070312,149.0500030517578,149.0500030517578,6622200,BIDU
2022-01-25,146.74000549316406,153.41000366210938,146.0500030517578,150.97000122070312,150.97000122070312,3767000,BIDU
2022-01-26,153.2100067138672,154.0,147.07000732421875,148.3000030517578,148.3000030517578,2842400,BIDU
2022-01-27,148.00999450683594,149.9499969482422,143.3699951171875,143.72999572753906,143.72999572753906,2919500,BIDU
2022-01-28,143.72000122070312,146.6699981689453,139.10000610351562,146.52999877929688,146.52999877929688,3186100,BIDU
2022-01-31,148.64999389648438,159.80999755859375,148.4499969482422,159.74000549316406,159.74000549316406,3822300,BIDU
2022-02-01,158.8800048828125,162.75999450683594,158.0800018310547,161.10000610351562,161.10000610351562,2567300,BIDU
2022-02-02,161.72000122070312,161.8699951171875,155.85000610351562,158.27000427246094,158.27000427246094,1974200,BIDU
2022-02-03,155.25,158.39999389648438,153.6699981689453,154.32000732421875,154.32000732421875,3076900,BIDU
2022-02-04,153.6199951171875,159.22000122070312,152.8300018310547,158.3800048828125,158.3800048828125,2280300,BIDU
2022-02-07,156.0399932861328,160.27999877929688,155.3300018310547,155.60000610351562,155.60000610351562,1987600,BIDU
2022-02-08,155.5500030517578,163.14999389648438,154.30999755859375,162.99000549316406,162.99000549316406,2580000,BIDU
2022-02-09,163.11000061035156,166.75999450683594,160.10000610351562,166.6999969482422,166.6999969482422,2724200,BIDU
2022-02-10,162.6199951171875,168.8000030517578,161.05999755859375,164.55999755859375,164.55999755859375,2652600,BIDU
2022-02-11,163.60000610351562,166.33999633789062,159.85000610351562,160.63999938964844,160.63999938964844,2325600,BIDU
2022-02-14,159.47000122070312,162.22999572753906,158.6699981689453,160.7899932861328,160.7899932861328,2588400,BIDU
2022-02-15,163.27999877929688,166.9199981689453,162.50999450683594,166.86000061035156,166.86000061035156,2206700,BIDU
2022-02-16,165.75,168.47999572753906,164.58999633789062,167.35000610351562,167.35000610351562,1864800,BIDU
2022-02-17,165.74000549316406,171.8699951171875,165.3699951171875,166.39999389648438,166.39999389648438,3030400,BIDU
2022-02-18,163.10000610351562,163.27999877929688,157.07000732421875,157.72000122070312,157.72000122070312,3115200,BIDU
2022-02-22,154.17999267578125,155.7899932861328,150.1199951171875,151.6699981689453,151.6699981689453,3384200,BIDU
2022-02-23,154.1699981689453,156.4199981689453,149.5800018310547,149.82000732421875,149.82000732421875,2455100,BIDU
2022-02-24,140.00999450683594,151.35000610351562,137.07000732421875,151.1199951171875,151.1199951171875,4260300,BIDU
2022-02-25,149.75,153.85000610351562,148.0800018310547,153.11000061035156,153.11000061035156,2631100,BIDU
2022-02-28,150.08999633789062,153.47999572753906,148.2899932861328,152.44000244140625,152.44000244140625,3381000,BIDU
2022-03-01,160.8699951171875,170.35000610351562,160.0,162.86000061035156,162.86000061035156,6930400,BIDU
2022-03-02,160.25999450683594,162.58999633789062,154.7100067138672,160.57000732421875,160.57000732421875,3578300,BIDU
2022-03-03,161.32000732421875,163.38999938964844,153.14999389648438,155.19000244140625,155.19000244140625,3218800,BIDU
2022-03-04,152.3000030517578,154.77000427246094,146.39999389648438,147.25999450683594,147.25999450683594,3248800,BIDU
2022-03-07,143.6199951171875,148.25999450683594,138.36000061035156,138.3699951171875,138.3699951171875,4003000,BIDU
2022-03-08,138.27999877929688,139.39999389648438,132.02999877929688,136.82000732421875,136.82000732421875,3776500,BIDU
2022-03-09,138.4600067138672,144.67999267578125,138.4600067138672,144.22999572753906,144.22999572753906,3303000,BIDU
2022-03-10,138.08999633789062,138.33999633789062,132.86000061035156,135.16000366210938,135.16000366210938,4452300,BIDU
2022-03-11,135.89999389648438,137.44000244140625,118.66000366210938,118.91999816894531,118.91999816894531,7825000,BIDU
2022-03-14,107.6500015258789,116.62000274658203,102.18000030517578,108.97000122070312,108.97000122070312,13559900,BIDU
2022-03-15,105.01000213623047,113.5,103.7699966430664,108.37999725341797,108.37999725341797,9396400,BIDU
2022-03-16,126.04000091552734,151.44000244140625,122.80999755859375,150.8699951171875,150.8699951171875,17773700,BIDU
2022-03-17,143.42999267578125,147.52999877929688,137.91000366210938,147.14999389648438,147.14999389648438,8725500,BIDU
2022-03-18,150.2100067138672,158.5800018310547,148.89999389648438,149.0399932861328,149.0399932861328,14483700,BIDU
2022-03-21,146.0,150.3699951171875,142.77000427246094,146.67999267578125,146.67999267578125,4296300,BIDU
2022-03-22,154.86000061035156,157.75,150.2899932861328,154.58999633789062,154.58999633789062,5467700,BIDU
2022-03-23,152.5,158.6300048828125,148.5399932861328,154.89999389648438,154.89999389648438,5005600,BIDU
2022-03-24,153.7100067138672,155.74000549316406,143.50999450683594,150.61000061035156,150.61000061035156,5256500,BIDU
2022-03-25,145.16000366210938,147.9600067138672,142.80999755859375,146.5399932861328,146.5399932861328,3643800,BIDU
2022-03-28,147.0,148.4199981689453,144.8000030517578,147.4499969482422,147.4499969482422,2942800,BIDU
