,open,high,low,close,adjclose,volume,ticker
2021-12-31,42.529998779296875,43.119998931884766,41.93000030517578,41.93000030517578,41.93000030517578,13746900,UBER
2022-01-03,42.47999954223633,44.404998779296875,41.88999938964844,43.95000076293945,43.95000076293945,26089000,UBER
2022-01-04,44.22999954223633,44.79999923706055,42.58000183105469,44.41999816894531,44.41999816894531,30845300,UBER
2022-01-05,44.290000915527344,45.900001525878906,42.86000061035156,43.2400016784668,43.2400016784668,28498700,UBER
2022-01-06,43.11000061035156,44.08000183105469,40.970001220703125,42.029998779296875,42.029998779296875,32434300,UBER
2022-01-07,42.0,42.650001525878906,41.20000076293945,41.5099983215332,41.5099983215332,24875800,UBER
2022-01-10,41.47999954223633,42.810001373291016,40.15999984741211,42.599998474121094,42.599998474121094,29783800,UBER
2022-01-11,42.36000061035156,44.16999816894531,42.189998626708984,43.619998931884766,43.619998931884766,22161000,UBER
2022-01-12,43.9900016784668,44.099998474121094,42.53499984741211,43.040000915527344,43.040000915527344,18993900,UBER
2022-01-13,43.34000015258789,43.91999816894531,42.724998474121094,42.869998931884766,42.869998931884766,17190100,UBER
2022-01-14,42.400001525878906,42.720001220703125,40.35499954223633,41.5099983215332,41.5099983215332,25817800,UBER
2022-01-18,40.959999084472656,40.959999084472656,38.369998931884766,38.40999984741211,38.40999984741211,36873700,UBER
2022-01-19,38.209999084472656,38.88999938964844,37.1150016784668,37.86000061035156,37.86000061035156,35552500,UBER
2022-01-20,38.290000915527344,39.63999938964844,37.75,37.81999969482422,37.81999969482422,21720100,UBER
2022-01-21,37.40999984741211,37.599998474121094,35.845001220703125,35.939998626708984,35.939998626708984,41836800,UBER
2022-01-24,34.90999984741211,36.41999816894531,33.5099983215332,36.279998779296875,36.279998779296875,49261600,UBER
2022-01-25,35.470001220703125,36.09000015258789,34.51499938964844,34.81999969482422,34.81999969482422,29577000,UBER
2022-01-26,36.06999969482422,36.68000030517578,34.45000076293945,34.79999923706055,34.79999923706055,29495900,UBER
2022-01-27,35.369998931884766,35.790000915527344,33.939998626708984,34.09000015258789,34.09000015258789,26086700,UBER
2022-01-28,34.16999816894531,35.220001220703125,32.810001373291016,35.209999084472656,35.209999084472656,28007100,UBER
2022-01-31,35.34000015258789,37.540000915527344,35.29999923706055,37.400001525878906,37.400001525878906,22899300,UBER
2022-02-01,37.630001068115234,38.70500183105469,37.20000076293945,38.61000061035156,38.61000061035156,19669900,UBER
2022-02-02,38.529998779296875,38.619998931884766,37.029998779296875,37.16999816894531,37.16999816894531,19591100,UBER
2022-02-03,36.08000183105469,36.7400016784668,34.29999923706055,34.540000915527344,34.540000915527344,32192100,UBER
2022-02-04,35.0,37.35499954223633,34.36000061035156,37.04999923706055,37.04999923706055,33082100,UBER
2022-02-07,36.98500061035156,39.04999923706055,36.98500061035156,37.540000915527344,37.540000915527344,30303200,UBER
2022-02-08,37.25,38.56999969482422,36.95000076293945,38.34000015258789,38.34000015258789,25857600,UBER
2022-02-09,38.810001373291016,40.400001525878906,38.15999984741211,40.189998626708984,40.189998626708984,52614100,UBER
2022-02-10,41.0,42.560001373291016,37.349998474121094,37.75,37.75,113915000,UBER
2022-02-11,37.959999084472656,38.650001525878906,34.47999954223633,35.290000915527344,35.290000915527344,72568400,UBER
2022-02-14,35.20000076293945,35.9900016784668,34.31999969482422,34.59000015258789,34.59000015258789,44556700,UBER
2022-02-15,35.439998626708984,37.209999084472656,35.11000061035156,37.09000015258789,37.09000015258789,38183500,UBER
2022-02-16,36.630001068115234,37.38999938964844,36.27000045776367,36.58000183105469,36.58000183105469,33165900,UBER
2022-02-17,36.130001068115234,37.43000030517578,35.40999984741211,35.709999084472656,35.709999084472656,28432100,UBER
2022-02-18,35.52000045776367,36.32500076293945,34.66999816894531,34.68000030517578,34.68000030517578,28199900,UBER
2022-02-22,34.209999084472656,35.099998474121094,33.279998779296875,33.68000030517578,33.68000030517578,28731300,UBER
2022-02-23,33.88999938964844,34.209999084472656,32.29999923706055,32.38999938964844,32.38999938964844,27254800,UBER
2022-02-24,29.969999313354492,34.95000076293945,29.709999084472656,34.869998931884766,34.869998931884766,42978100,UBER
2022-02-25,34.84000015258789,35.27199935913086,34.0099983215332,34.97999954223633,34.97999954223633,23691500,UBER
2022-02-28,35.2599983215332,36.310001373291016,34.98500061035156,36.029998779296875,36.029998779296875,44865200,UBER
2022-03-01,35.45000076293945,35.599998474121094,33.650001525878906,33.88999938964844,33.88999938964844,31436200,UBER
2022-03-02,34.0,34.220001220703125,32.970001220703125,34.040000915527344,34.040000915527344,26112500,UBER
2022-03-03,34.220001220703125,34.29100036621094,31.415000915527344,31.719999313354492,31.719999313354492,38337600,UBER
2022-03-04,31.5,31.729999542236328,29.270000457763672,29.829999923706055,29.829999923706055,52098700,UBER
2022-03-07,31.479999542236328,31.937999725341797,28.549999237060547,28.56999969482422,28.56999969482422,60265800,UBER
2022-03-08,28.510000228881836,31.56999969482422,28.277999877929688,30.739999771118164,30.739999771118164,55014700,UBER
2022-03-09,31.75,32.72999954223633,31.200000762939453,31.5,31.5,33734500,UBER
2022-03-10,30.860000610351562,31.145000457763672,29.84000015258789,30.40999984741211,30.40999984741211,30785900,UBER
2022-03-11,31.299999237060547,31.389999389648438,30.420000076293945,30.760000228881836,30.760000228881836,29422600,UBER
2022-03-14,30.510000228881836,30.549999237060547,28.799999237060547,29.270000457763672,29.270000457763672,41897400,UBER
2022-03-15,29.520000457763672,30.40999984741211,29.059999465942383,29.799999237060547,29.799999237060547,33060500,UBER
2022-03-16,30.530000686645508,32.6349983215332,30.270000457763672,32.61000061035156,32.61000061035156,34688800,UBER
2022-03-17,32.34000015258789,32.91999816894531,31.56999969482422,32.849998474121094,32.849998474121094,27278600,UBER
2022-03-18,32.52000045776367,33.41999816894531,32.33000183105469,33.36000061035156,33.36000061035156,35779700,UBER
